timestamp,host_id,user_id,user_role,process_name,parent_process,command_text,script_type,command_length,num_arguments,execution_result,is_anomaly
04/12/2025 18:07:32,host_03,user_10,Standard,mshta.exe,rundll32.exe,Start-Process C:\Windows\Temp.ps1 C:\Users\Public.py C:\Windows\Temp.txt /tmp.t,mshta,79,4,success,suspicious
12/12/2025 08:20:44,host_03,user_05,Standard,notepad.exe,explorer.exe,New-Service C:\Windows\Temp.t,notepad,29,1,success,benign
17/12/2025 14:33:06,host_03,user_02,Standard,powershell.exe,cmd.exe,Get-Job /tmp.log C,powershell,18,2,success,benign
02/12/2025 10:43:37,host_02,user_04,Standard,notepad.exe,explorer.exe,Start-Job C:\Windows\Temp.ps1 C:\,notepad,33,2,success,benign
07/12/2025 18:02:16,host_02,user_08,Standard,python.exe,wscript.exe,Set-Service C:\Users\Public.txt /tmp.py /usr/bin.,python,49,3,success,benign
16/12/2025 14:39:38,host_02,user_01,Standard,powershell.exe,cmd.exe,Stop-Process C:\Windows\,powershell,24,1,success,benign
10/12/2025 15:11:16,host_02,user_02,Standard,mshta.exe,cscript.exe,Stop-Job /usr/bin.py /us,mshta,24,2,success,benign
07/12/2025 11:35:44,host_01,user_08,Standard,powershell.exe,rundll32.exe,Stop-File /usr/bin.py /tmp.ps1,powershell,30,2,success,benign
15/12/2025 04:52:33,host_03,user_10,Standard,notepad.exe,explorer.exe,Remove-Job /tmp.py /tmp.log C:\Windows\Temp.log C:\Windows\Temp,notepad,63,4,success,suspicious
28/12/2025 16:08:10,host_01,user_01,Standard,powershell.exe,wscript.exe,New-File C:\Windows\Temp.py C:\Users\Public.,powershell,44,2,success,benign
01/12/2025 16:07:18,host_01,user_05,Standard,wscript.exe,explorer.exe,New-File C:\Users\Public.ps1 C:\Wi,wscript,34,2,success,benign
09/12/2025 08:09:17,host_03,user_03,Standard,powershell.exe,wscript.exe,Start-Process /tmp.py /tmp.py /tmp.log /usr/bin.,powershell,48,4,success,benign
11/12/2025 20:22:57,host_02,user_08,Standard,python.exe,explorer.exe,Start-File C:\Windows\Temp.ps1 C:\Users\Public.log C:\Users\,python,60,3,success,suspicious
29/12/2025 10:03:28,host_02,user_06,Standard,cmd.exe,explorer.exe,Remove-Service /,cmd,16,1,success,benign
03/12/2025 10:07:18,host_01,user_05,Standard,cmd.exe,explorer.exe,Start-Service C:\Users\Pu,cmd,25,1,success,benign
03/12/2025 11:10:06,host_03,user_08,Standard,cmd.exe,explorer.exe,Get-Service C:\Users\Public.ps,cmd,30,1,success,benign
21/12/2025 15:03:44,host_02,user_02,Standard,notepad.exe,explorer.exe,Remove-Registry /tmp.log /usr/bin.ps1,notepad,37,2,success,benign
15/12/2025 16:17:20,host_02,user_01,Standard,rundll32.exe,cscript.exe,Get-Service /tmp.py C:\Users\Public.l,rundll32,37,2,success,benign
09/12/2025 17:55:36,host_01,user_06,Standard,wscript.exe,explorer.exe,Set-Job C:\Users\Pu,wscript,19,1,success,benign
17/12/2025 10:14:21,host_03,user_09,Standard,cmd.exe,cmd.exe,Stop-Process /tmp.log C:\Windo,cmd,30,2,success,benign
10/12/2025 11:16:56,host_01,user_07,Standard,notepad.exe,explorer.exe,Remove-Service /tmp.ps1 /usr/b,notepad,30,2,success,benign
14/12/2025 18:40:17,host_01,user_03,Standard,rundll32.exe,explorer.exe,Set-Process C,rundll32,13,1,success,benign
22/12/2025 14:03:02,host_01,user_08,Standard,notepad.exe,explorer.exe,Stop-Process /usr/b,notepad,19,1,success,benign
09/12/2025 16:52:40,host_01,user_04,Standard,powershell.exe,rundll32.exe,Remove-Job C:\Windows\Temp.txt C:\Windo,powershell,39,2,success,benign
26/12/2025 08:31:12,host_03,user_06,Admin,cmd.exe,cmd.exe,Remove-Servic,cmd,13,0,success,benign
